County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Claiborne County,Black,25,Male,High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,48,Male,High School,Unemployed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,43,Male,Some College,Employed,"< $20,000",3,6,Denied,Yes
Claiborne County,Black,67,Female,Some College,Employed,"< $20,000",1,5,Denied,Yes
Claiborne County,Black,70,Male,Some College,Employed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,68,Female,Less than High School,Employed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,54,Male,Less than High School,Employed,"$20,000 - $50,000",3,6,Denied,No
Claiborne County,White,48,Male,Less than High School,Employed,"> $100,000",2,4,Granted,No
Claiborne County,Black,68,Male,Some College,Employed,"$20,000 - $50,000",2,8,Denied,No
Claiborne County,Black,57,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",3,7,Denied,No
Claiborne County,Black,60,Male,Some College,Employed,"< $20,000",1,5,Denied,No
Claiborne County,Other,73,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",3,4,Granted,No
Claiborne County,Black,65,Female,High School,Unemployed,"$20,000 - $50,000",1,1,Granted,No
Claiborne County,Black,59,Male,Bachelor's Degree,Employed,"> $100,000",4,7,Denied,Yes
Claiborne County,Black,58,Male,Less than High School,Unemployed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,72,Female,High School,Unemployed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,Black,25,Male,High School,Employed,"< $20,000",1,5,Denied,No
Claiborne County,Black,60,Female,Some College,Employed,"< $20,000",1,6,Denied,No
Claiborne County,Black,26,Female,Less than High School,Unemployed,"$20,000 - $50,000",0,3,Granted,No
Claiborne County,Black,41,Male,Less than High School,Employed,"< $20,000",3,8,Denied,Yes
Claiborne County,Black,57,Female,PhD,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,56,Female,Less than High School,Unemployed,"$50,000 - $100,000",4,4,Granted,Yes
Claiborne County,Black,38,Female,Some College,Employed,"< $20,000",1,6,Denied,No
Claiborne County,Black,33,Female,Less than High School,Unemployed,"> $100,000",1,6,Denied,No
Claiborne County,Black,40,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",3,10,Denied,No
Claiborne County,White,52,Female,High School,Unemployed,"< $20,000",2,9,Denied,No
Claiborne County,Black,48,Female,High School,Employed,"< $20,000",4,6,Denied,Yes
Claiborne County,Black,49,Female,Some College,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,35,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,49,Male,Bachelor's Degree,Employed,"> $100,000",5,5,Denied,Yes
Claiborne County,Black,56,Female,Less than High School,Employed,"> $100,000",1,6,Denied,No
Claiborne County,Black,40,Female,Less than High School,Employed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,Black,25,Male,High School,Employed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,39,Female,Less than High School,Unemployed,"$50,000 - $100,000",1,9,Denied,Yes
Claiborne County,Black,46,Male,Less than High School,Employed,"< $20,000",1,10,Denied,No
Claiborne County,Black,67,Female,Bachelor's Degree,Employed,"> $100,000",1,6,Denied,No
Claiborne County,Black,48,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",6,10,Denied,Yes
Claiborne County,Black,45,Female,High School,Employed,"< $20,000",2,5,Denied,Yes
Claiborne County,Black,26,Male,High School,Employed,"< $20,000",1,5,Denied,No
Claiborne County,Black,23,Male,Some College,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,64,Male,Some College,Unemployed,"$50,000 - $100,000",1,7,Denied,No
Claiborne County,Black,68,Female,Less than High School,Unemployed,"$50,000 - $100,000",4,5,Denied,Yes
Claiborne County,Black,45,Female,High School,Unemployed,"$50,000 - $100,000",3,7,Denied,No
Claiborne County,Black,45,Female,High School,Employed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,Black,65,Male,High School,Unemployed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,64,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,60,Male,High School,Unemployed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,42,Female,Some College,Employed,"< $20,000",2,8,Denied,Yes
Claiborne County,White,37,Female,Some College,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,66,Female,Less than High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,19,Female,Master's Degree,Employed,"$50,000 - $100,000",1,9,Denied,No
Claiborne County,Black,71,Female,Less than High School,Unemployed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,47,Male,Less than High School,Unemployed,"$20,000 - $50,000",4,3,Granted,Yes
Claiborne County,Black,73,Male,High School,Unemployed,"< $20,000",1,4,Granted,No
Claiborne County,Black,40,Female,Some College,Employed,"< $20,000",1,6,Denied,No
Claiborne County,Black,56,Male,Less than High School,Unemployed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,28,Male,High School,Employed,"< $20,000",2,3,Granted,Yes
Claiborne County,Black,53,Female,Some College,Unemployed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,22,Male,Master's Degree,Employed,"$20,000 - $50,000",1,8,Denied,Yes
Claiborne County,Black,55,Female,High School,Unemployed,"< $20,000",1,10,Denied,Yes
Claiborne County,Black,57,Male,Less than High School,Unemployed,"< $20,000",2,5,Denied,Yes
Claiborne County,Other,57,Female,High School,Unemployed,"< $20,000",0,6,Granted,No
Claiborne County,Black,43,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,White,74,Female,Some College,Unemployed,"$20,000 - $50,000",0,2,Granted,No
Claiborne County,Black,22,Male,Less than High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,37,Female,Less than High School,Employed,"$50,000 - $100,000",0,7,Denied,No
Claiborne County,Black,29,Male,Some College,Employed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,52,Female,High School,Unemployed,"< $20,000",3,9,Denied,Yes
Claiborne County,Black,75,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,Black,21,Female,PhD,Employed,"$50,000 - $100,000",0,8,Denied,No
Claiborne County,Black,60,Male,Less than High School,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,35,Female,Some College,Unemployed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,42,Male,High School,Employed,"< $20,000",0,5,Denied,No
Claiborne County,Black,20,Male,High School,Employed,"$20,000 - $50,000",0,3,Granted,No
Claiborne County,Black,18,Male,Some College,Unemployed,"< $20,000",2,10,Denied,Yes
Claiborne County,Black,36,Male,Less than High School,Unemployed,"< $20,000",3,6,Denied,Yes
Claiborne County,Black,67,Female,Less than High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,21,Male,High School,Employed,"< $20,000",3,6,Denied,No
Claiborne County,Black,25,Male,Master's Degree,Employed,"$50,000 - $100,000",3,8,Denied,No
Claiborne County,Black,29,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,42,Male,Some College,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,25,Female,Master's Degree,Employed,"$50,000 - $100,000",2,8,Denied,No
Claiborne County,Black,38,Female,High School,Unemployed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,White,53,Female,High School,Employed,"$20,000 - $50,000",2,1,Granted,No
Claiborne County,Black,53,Male,High School,Employed,"$20,000 - $50,000",4,4,Granted,Yes
Claiborne County,Black,67,Male,Less than High School,Employed,"< $20,000",5,4,Granted,Yes
Claiborne County,Black,22,Female,Master's Degree,Employed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,45,Male,Master's Degree,Employed,"$20,000 - $50,000",3,4,Granted,No
Claiborne County,Black,74,Male,High School,Unemployed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,40,Female,High School,Unemployed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,69,Male,Less than High School,Employed,"$20,000 - $50,000",4,9,Denied,Yes
Claiborne County,Black,75,Female,High School,Employed,"$20,000 - $50,000",4,8,Denied,Yes
Claiborne County,Black,62,Female,Some College,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,74,Male,Less than High School,Employed,"$50,000 - $100,000",1,9,Denied,No
Claiborne County,Black,47,Female,Less than High School,Unemployed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,66,Female,High School,Employed,"$50,000 - $100,000",0,7,Denied,No
Claiborne County,Black,61,Male,Less than High School,Unemployed,"> $100,000",2,7,Denied,No
Claiborne County,Black,47,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,Black,40,Female,High School,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,69,Male,High School,Employed,"< $20,000",1,3,Granted,No
Claiborne County,White,57,Female,Less than High School,Employed,"$20,000 - $50,000",3,3,Granted,No
Claiborne County,Black,51,Female,Some College,Unemployed,"$50,000 - $100,000",2,9,Denied,Yes
Claiborne County,Black,23,Male,High School,Unemployed,"< $20,000",3,6,Denied,Yes
Claiborne County,Black,24,Female,Master's Degree,Employed,"$50,000 - $100,000",0,5,Denied,No
Claiborne County,Black,48,Female,High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,75,Male,PhD,Employed,"$20,000 - $50,000",2,6,Denied,No
Claiborne County,Black,42,Male,Bachelor's Degree,Employed,"> $100,000",1,5,Denied,No
Claiborne County,Black,39,Male,Less than High School,Employed,"< $20,000",1,5,Denied,Yes
Claiborne County,White,23,Female,Bachelor's Degree,Employed,"> $100,000",0,3,Granted,No
Claiborne County,Black,36,Female,Less than High School,Employed,"< $20,000",4,8,Denied,No
Claiborne County,Black,68,Female,Master's Degree,Employed,"$50,000 - $100,000",6,10,Denied,Yes
Claiborne County,Black,34,Male,Some College,Employed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,68,Male,Less than High School,Employed,"< $20,000",2,6,Denied,Yes
Claiborne County,Black,27,Male,High School,Unemployed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,53,Female,Less than High School,Employed,"$50,000 - $100,000",1,8,Denied,Yes
Claiborne County,White,31,Male,Less than High School,Unemployed,"$20,000 - $50,000",4,8,Denied,Yes
Claiborne County,Black,64,Male,Bachelor's Degree,Employed,"> $100,000",2,5,Denied,No
Claiborne County,Black,74,Male,Less than High School,Unemployed,"< $20,000",1,3,Granted,No
Claiborne County,Black,62,Female,Some College,Employed,"< $20,000",1,4,Granted,No
Claiborne County,White,38,Male,Some College,Unemployed,"< $20,000",1,1,Granted,No
Claiborne County,White,25,Female,PhD,Employed,"< $20,000",1,2,Granted,Yes
Claiborne County,Black,35,Female,Some College,Unemployed,"$20,000 - $50,000",4,9,Denied,Yes
Claiborne County,Black,59,Male,Master's Degree,Employed,"$50,000 - $100,000",3,9,Denied,Yes
Claiborne County,Black,57,Male,Some College,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,23,Male,Some College,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,Black,59,Female,Less than High School,Employed,"< $20,000",0,5,Denied,No
Claiborne County,Black,51,Female,High School,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,24,Male,Some College,Employed,"< $20,000",0,4,Granted,Yes
Claiborne County,Black,52,Male,High School,Unemployed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,18,Male,High School,Employed,"$20,000 - $50,000",2,2,Granted,No
Claiborne County,Black,29,Female,Master's Degree,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,Black,51,Male,Some College,Unemployed,"$50,000 - $100,000",4,5,Denied,Yes
Claiborne County,Black,30,Female,High School,Employed,"> $100,000",0,6,Denied,No
Claiborne County,Black,71,Male,High School,Employed,"$20,000 - $50,000",2,10,Denied,Yes
Claiborne County,Black,55,Female,Less than High School,Employed,"$20,000 - $50,000",0,8,Denied,No
Claiborne County,Black,27,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,8,Denied,No
Claiborne County,Black,48,Male,Some College,Unemployed,"< $20,000",3,3,Granted,No
Claiborne County,Black,18,Female,High School,Employed,"$50,000 - $100,000",5,7,Denied,No
Claiborne County,Black,65,Male,Some College,Employed,"> $100,000",1,4,Granted,No
Claiborne County,Black,54,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",3,10,Denied,Yes
Claiborne County,Black,72,Female,High School,Unemployed,"> $100,000",1,6,Denied,No
Claiborne County,Black,61,Female,High School,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,69,Female,High School,Employed,"< $20,000",1,7,Denied,Yes
Claiborne County,Black,72,Female,High School,Unemployed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,45,Female,Some College,Employed,"$20,000 - $50,000",2,8,Denied,Yes
Claiborne County,White,68,Male,Some College,Unemployed,"< $20,000",4,6,Granted,Yes
Claiborne County,Black,19,Female,Some College,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,Black,48,Female,Some College,Employed,"$20,000 - $50,000",4,6,Denied,Yes
Claiborne County,Black,28,Male,Some College,Unemployed,"$20,000 - $50,000",0,7,Denied,No
Claiborne County,Black,36,Female,High School,Unemployed,"$20,000 - $50,000",4,6,Denied,Yes
Claiborne County,Black,65,Male,High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,43,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",5,7,Denied,Yes
Claiborne County,Black,48,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",3,8,Denied,Yes
Claiborne County,Black,57,Female,Some College,Employed,"< $20,000",2,8,Denied,Yes
Claiborne County,Black,72,Male,Less than High School,Employed,"$50,000 - $100,000",2,6,Denied,No
Claiborne County,Black,41,Female,High School,Unemployed,"< $20,000",3,7,Denied,Yes
Claiborne County,Black,29,Female,Less than High School,Employed,"< $20,000",0,5,Denied,No
Claiborne County,Black,34,Female,Bachelor's Degree,Employed,"> $100,000",2,6,Denied,No
Claiborne County,Black,58,Female,High School,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,61,Male,Master's Degree,Employed,"$20,000 - $50,000",1,2,Granted,No
Claiborne County,Black,53,Male,Some College,Employed,"$20,000 - $50,000",1,10,Denied,No
Claiborne County,Black,45,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",3,8,Denied,Yes
Claiborne County,Black,51,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,10,Denied,Yes
Claiborne County,Black,67,Male,Some College,Employed,"$20,000 - $50,000",3,5,Denied,No
Claiborne County,White,75,Female,Some College,Unemployed,"< $20,000",2,5,Granted,No
Claiborne County,White,70,Female,High School,Employed,"< $20,000",3,5,Granted,No
Claiborne County,Black,31,Male,Some College,Unemployed,"< $20,000",3,7,Denied,No
Claiborne County,Black,40,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",2,8,Denied,Yes
Claiborne County,Black,18,Female,Some College,Employed,"> $100,000",0,5,Denied,No
Claiborne County,White,53,Female,Some College,Employed,"< $20,000",2,2,Granted,No
Claiborne County,Black,64,Male,Some College,Employed,"< $20,000",2,2,Granted,Yes
Claiborne County,Black,38,Female,High School,Employed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,61,Female,Some College,Employed,"$20,000 - $50,000",2,3,Granted,No
Claiborne County,Black,19,Male,High School,Employed,"< $20,000",0,6,Denied,No
Claiborne County,Black,65,Female,High School,Employed,"$20,000 - $50,000",5,8,Denied,Yes
Claiborne County,Black,40,Female,PhD,Employed,"< $20,000",5,9,Denied,Yes
Claiborne County,Black,63,Female,Less than High School,Employed,"< $20,000",2,10,Denied,No
Claiborne County,Black,46,Female,Some College,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,61,Male,Some College,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,67,Female,High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,69,Male,High School,Unemployed,"$20,000 - $50,000",2,2,Granted,No
Claiborne County,Black,40,Female,High School,Employed,"$20,000 - $50,000",5,5,Denied,Yes
Claiborne County,Black,56,Female,Less than High School,Employed,"> $100,000",0,6,Denied,No
Claiborne County,Black,65,Female,Some College,Unemployed,"< $20,000",3,6,Denied,No
Claiborne County,Black,68,Female,High School,Employed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,24,Male,Some College,Unemployed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,72,Female,Less than High School,Unemployed,"$20,000 - $50,000",4,7,Denied,Yes
Claiborne County,Black,34,Male,Less than High School,Employed,"$20,000 - $50,000",4,7,Denied,Yes
Claiborne County,Black,36,Female,High School,Employed,"< $20,000",1,3,Granted,Yes
Claiborne County,Black,70,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,37,Male,High School,Employed,"< $20,000",1,7,Denied,No
Claiborne County,White,47,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",0,4,Granted,No
Claiborne County,Black,61,Female,Some College,Employed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,53,Male,Bachelor's Degree,Employed,"> $100,000",0,4,Granted,No
Claiborne County,Black,48,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,34,Male,High School,Employed,"< $20,000",0,3,Granted,No
Claiborne County,Black,24,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,2,Granted,No
Claiborne County,Black,61,Female,Some College,Unemployed,"< $20,000",0,7,Denied,Yes
Claiborne County,Black,44,Male,High School,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,White,54,Female,Less than High School,Employed,"$50,000 - $100,000",2,9,Denied,No
Claiborne County,Black,20,Male,Less than High School,Unemployed,"$20,000 - $50,000",1,6,Denied,No
Claiborne County,Black,49,Female,Less than High School,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,44,Female,Some College,Employed,"$20,000 - $50,000",0,1,Granted,No
Claiborne County,Black,64,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,21,Female,Some College,Employed,"< $20,000",0,6,Denied,Yes
Claiborne County,White,53,Female,High School,Unemployed,"< $20,000",3,4,Granted,No
Claiborne County,Black,68,Male,Some College,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,38,Female,High School,Employed,"$20,000 - $50,000",2,8,Denied,No
Claiborne County,Black,30,Male,Less than High School,Employed,"< $20,000",2,1,Granted,No
Claiborne County,White,27,Female,Some College,Employed,"< $20,000",3,4,Granted,Yes
Claiborne County,White,44,Male,Less than High School,Employed,"< $20,000",0,6,Granted,No
Claiborne County,Black,48,Male,High School,Employed,"$50,000 - $100,000",1,3,Granted,No
Claiborne County,Black,21,Male,Some College,Unemployed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,White,43,Female,Less than High School,Unemployed,"< $20,000",3,5,Granted,No
Claiborne County,Black,29,Female,High School,Employed,"< $20,000",0,6,Denied,Yes
Claiborne County,Black,36,Male,Bachelor's Degree,Employed,"> $100,000",2,4,Granted,No
Claiborne County,Black,42,Female,High School,Unemployed,"$50,000 - $100,000",3,9,Denied,Yes
Claiborne County,Black,26,Female,High School,Unemployed,"$50,000 - $100,000",1,5,Denied,No
Claiborne County,White,21,Male,Bachelor's Degree,Employed,"> $100,000",0,8,Denied,Yes
Claiborne County,Black,41,Female,Some College,Unemployed,"< $20,000",2,7,Denied,No
Claiborne County,Black,72,Female,Some College,Unemployed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,38,Male,Master's Degree,Employed,"$50,000 - $100,000",0,6,Denied,No
Claiborne County,Black,24,Female,High School,Unemployed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,75,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",4,8,Denied,No
Claiborne County,Black,38,Male,High School,Employed,"$20,000 - $50,000",0,2,Granted,No
Claiborne County,Black,56,Female,Less than High School,Employed,"< $20,000",2,6,Denied,Yes
Claiborne County,Black,52,Male,Master's Degree,Employed,"$50,000 - $100,000",4,7,Denied,No
Claiborne County,White,35,Male,High School,Unemployed,"$20,000 - $50,000",2,3,Granted,No
Claiborne County,Black,65,Male,High School,Employed,"< $20,000",1,8,Denied,No
Claiborne County,Black,64,Male,Master's Degree,Employed,"$50,000 - $100,000",4,5,Denied,Yes
Claiborne County,Black,49,Male,Some College,Unemployed,"$50,000 - $100,000",3,2,Granted,No
Claiborne County,Black,24,Male,Less than High School,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,18,Male,Less than High School,Unemployed,"< $20,000",0,6,Denied,Yes
Claiborne County,Black,74,Female,Some College,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,60,Male,Bachelor's Degree,Employed,"$20,000 - $50,000",2,7,Denied,No
Claiborne County,White,66,Female,Some College,Unemployed,"$20,000 - $50,000",1,3,Granted,No
Claiborne County,Black,46,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",1,5,Denied,No
Claiborne County,Black,41,Female,Less than High School,Unemployed,"$50,000 - $100,000",4,7,Denied,No
Claiborne County,Black,25,Female,Less than High School,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,19,Female,High School,Employed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,47,Male,Some College,Employed,"< $20,000",2,5,Denied,Yes
Claiborne County,Other,25,Male,Less than High School,Employed,"< $20,000",2,4,Granted,Yes
Claiborne County,Black,35,Female,High School,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,White,66,Female,Some College,Employed,"$20,000 - $50,000",0,5,Granted,No
Claiborne County,Black,55,Female,Some College,Employed,"< $20,000",0,5,Denied,No
Claiborne County,Black,32,Male,High School,Unemployed,"< $20,000",4,9,Denied,Yes
Claiborne County,White,55,Male,PhD,Employed,"$50,000 - $100,000",0,5,Granted,No
Claiborne County,Black,56,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",4,9,Denied,Yes
Claiborne County,Black,54,Male,Some College,Employed,"$20,000 - $50,000",4,5,Denied,No
Claiborne County,Black,69,Male,High School,Unemployed,"$20,000 - $50,000",3,6,Denied,No
Claiborne County,Black,49,Male,Bachelor's Degree,Employed,"$50,000 - $100,000",2,7,Denied,No
Claiborne County,Black,28,Female,High School,Unemployed,"< $20,000",0,4,Granted,Yes
Claiborne County,Black,48,Male,High School,Unemployed,"< $20,000",0,6,Denied,No
Claiborne County,Black,25,Male,High School,Unemployed,"< $20,000",0,7,Denied,Yes
Claiborne County,Black,63,Female,Less than High School,Employed,"$20,000 - $50,000",4,5,Denied,No
Claiborne County,White,74,Male,Master's Degree,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,74,Female,Some College,Employed,"$20,000 - $50,000",0,6,Denied,No
Claiborne County,Black,68,Female,Some College,Employed,"$20,000 - $50,000",2,8,Denied,No
Claiborne County,White,46,Male,Master's Degree,Employed,"> $100,000",2,9,Denied,Yes
Claiborne County,Black,23,Male,Some College,Employed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,Black,37,Female,High School,Employed,"$20,000 - $50,000",1,7,Denied,No
Claiborne County,White,57,Male,Some College,Unemployed,"< $20,000",4,7,Denied,Yes
Claiborne County,Black,75,Female,Some College,Employed,"< $20,000",1,7,Denied,No
Claiborne County,Black,37,Male,High School,Unemployed,"< $20,000",1,9,Denied,Yes
Claiborne County,Black,21,Female,Bachelor's Degree,Employed,"$20,000 - $50,000",0,3,Granted,No
Claiborne County,Black,35,Female,Less than High School,Employed,"< $20,000",2,1,Granted,Yes
Claiborne County,Black,36,Male,Master's Degree,Employed,"$50,000 - $100,000",1,6,Denied,No
Claiborne County,Black,38,Female,Some College,Employed,"< $20,000",4,3,Granted,No
Claiborne County,Black,66,Female,Less than High School,Employed,"$20,000 - $50,000",3,7,Denied,No
Claiborne County,Black,75,Female,High School,Unemployed,"$20,000 - $50,000",2,4,Granted,No
Claiborne County,Black,70,Male,Less than High School,Unemployed,"< $20,000",1,6,Denied,Yes
Claiborne County,Black,47,Female,High School,Unemployed,"$20,000 - $50,000",0,4,Granted,No
Claiborne County,White,29,Male,High School,Unemployed,"< $20,000",2,7,Denied,Yes
Claiborne County,Black,45,Female,High School,Employed,"$20,000 - $50,000",1,8,Denied,No
Claiborne County,Black,29,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",0,8,Denied,No
Claiborne County,Black,33,Male,Less than High School,Employed,"$50,000 - $100,000",1,5,Denied,No
Claiborne County,Black,21,Male,Some College,Unemployed,"$50,000 - $100,000",0,9,Denied,No
Claiborne County,White,24,Male,High School,Employed,"$50,000 - $100,000",2,5,Granted,No
Claiborne County,Black,65,Male,Less than High School,Employed,"$20,000 - $50,000",4,7,Denied,Yes
Claiborne County,Black,72,Male,High School,Employed,"< $20,000",3,8,Denied,No
Claiborne County,Black,34,Male,Less than High School,Employed,"< $20,000",2,6,Denied,Yes
Claiborne County,Black,58,Female,Less than High School,Employed,"< $20,000",1,6,Denied,No
Claiborne County,Black,49,Male,Less than High School,Employed,"$50,000 - $100,000",2,5,Denied,No
Claiborne County,Black,64,Female,Some College,Employed,"$20,000 - $50,000",0,8,Denied,Yes
Claiborne County,Black,29,Female,Master's Degree,Employed,"< $20,000",2,6,Denied,Yes
Claiborne County,Black,74,Male,Some College,Employed,"$20,000 - $50,000",1,5,Denied,No
Claiborne County,Black,37,Female,Some College,Unemployed,"$50,000 - $100,000",1,5,Denied,No
Claiborne County,Black,63,Male,Some College,Employed,"< $20,000",3,2,Granted,Yes
Claiborne County,Black,48,Female,High School,Employed,"$50,000 - $100,000",3,10,Denied,Yes
Claiborne County,White,69,Male,Master's Degree,Employed,"$50,000 - $100,000",2,3,Granted,No
Claiborne County,Black,26,Male,Bachelor's Degree,Employed,"> $100,000",2,5,Denied,No
Claiborne County,Black,71,Female,Some College,Unemployed,"> $100,000",4,6,Denied,No
Claiborne County,White,38,Male,Some College,Unemployed,"$20,000 - $50,000",3,8,Denied,No
Claiborne County,Black,70,Male,Bachelor's Degree,Employed,"< $20,000",3,4,Granted,Yes
Claiborne County,Black,60,Female,Less than High School,Employed,"$20,000 - $50,000",3,6,Denied,No
Claiborne County,Black,68,Female,High School,Employed,"< $20,000",2,6,Denied,No
Claiborne County,Black,50,Female,Less than High School,Employed,"< $20,000",1,8,Denied,No
Claiborne County,White,33,Male,Some College,Unemployed,"< $20,000",2,5,Granted,Yes
Claiborne County,Black,51,Female,Less than High School,Employed,"< $20,000",4,3,Granted,Yes
Claiborne County,Black,63,Female,High School,Unemployed,"< $20,000",1,3,Granted,Yes
Claiborne County,Black,47,Male,PhD,Employed,"$20,000 - $50,000",2,5,Denied,No
Claiborne County,Black,49,Male,High School,Unemployed,"< $20,000",1,8,Denied,No
Claiborne County,Black,35,Female,Some College,Employed,"$20,000 - $50,000",0,5,Denied,No
Claiborne County,Black,54,Female,High School,Employed,"$20,000 - $50,000",1,4,Granted,No
Claiborne County,White,44,Female,High School,Employed,"$20,000 - $50,000",1,2,Granted,No
Claiborne County,Black,62,Female,Bachelor's Degree,Employed,"$50,000 - $100,000",1,4,Granted,No
Claiborne County,Black,65,Female,Less than High School,Employed,"$50,000 - $100,000",2,4,Granted,No
Claiborne County,Black,36,Female,Some College,Unemployed,"$20,000 - $50,000",1,7,Denied,No
